time,latitude (deg),longitude (deg),drift_speed (m/s),temperature_surface (degC),barometric_pressure (hPa),barometric_pressure_tendency (hPa),submerged_boolean (none),accelometer_variance (),sampling_ratio (s)
2019-05-29T11:00:26,-65.4072,-60.4552,0.001,-19.9,1001.5,3.5,0.0,3.0,60.0
2019-05-29T12:00:55,-65.4071,-60.4552,0.001,-20.1,1002.9,3.9,0.0,4.0,60.0
2019-05-29T13:00:27,-65.4072,-60.4552,0.000,-20.1,1003.8,3.5,0.0,3.0,60.0
2019-05-29T14:00:26,-65.4072,-60.4552,0.000,-20.2,1003.9,2.4,0.0,3.0,60.0
2019-05-29T15:00:25,-65.4071,-60.4551,0.001,-20.3,1004.2,1.3,0.0,4.0,60.0
2019-05-29T16:00:55,-65.4072,-60.4552,0.001,-20.3,1004.2,0.4,0.0,4.0,60.0
2019-05-29T17:00:27,-65.4072,-60.4552,0.000,-20.3,1004.3,0.4,0.0,4.0,60.0
2019-05-29T18:00:26,-65.4071,-60.4552,0.001,-20.2,1004.5,0.3,0.0,4.0,60.0
2019-05-29T19:00:26,-65.4071,-60.4552,0.000,-20.3,1004.7,0.5,0.0,4.0,60.0
2019-05-29T20:00:55,-65.4071,-60.4551,0.001,-20.3,1005.1,0.8,0.0,3.0,60.0
2019-05-29T21:00:26,-65.4072,-60.4552,0.001,-20.1,1005.9,1.4,0.0,4.0,60.0
2019-05-29T22:00:26,-65.4071,-60.4551,0.001,-20.1,1006.3,1.6,0.0,3.0,60.0
2019-05-29T23:00:54,-65.4071,-60.4551,0.000,-19.8,1006.7,1.6,0.0,5.0,60.0
2019-05-30T00:00:26,-65.4071,-60.4552,0.000,-19.6,1006.9,1.0,0.0,2.0,60.0
2019-05-30T01:00:25,-65.4071,-60.4552,0.000,-19.4,1007.3,1.0,0.0,4.0,60.0
2019-05-30T02:00:55,-65.4072,-60.4551,0.000,-19.2,1007.3,0.6,0.0,4.0,60.0
2019-05-30T03:00:26,-65.4072,-60.4552,0.001,-18.9,1007.4,0.5,0.0,4.0,60.0
2019-05-30T04:00:26,-65.4071,-60.4552,0.001,-18.7,1008.8,1.5,0.0,4.0,60.0
2019-05-30T05:00:54,-65.4071,-60.4552,0.000,-18.4,1009.1,1.8,0.0,5.0,60.0
2019-05-30T06:00:26,-65.4071,-60.4552,0.000,-18.2,1009.6,2.2,0.0,4.0,60.0
2019-05-30T07:00:26,-65.4072,-60.4551,0.001,-17.9,1010.5,1.7,0.0,4.0,60.0
2019-05-30T08:00:54,-65.4071,-60.4552,0.001,-17.7,1011.2,2.1,0.0,3.0,60.0
2019-05-30T09:00:26,-65.4071,-60.4551,0.000,-17.5,1012.6,3.0,0.0,4.0,60.0
2019-05-30T10:00:26,-65.4071,-60.4552,0.001,-17.3,1013.6,3.1,0.0,3.0,60.0
2019-05-30T11:00:54,-65.4071,-60.4551,0.001,-17.1,1014.6,3.4,0.0,4.0,60.0
2019-05-30T12:00:26,-65.4071,-60.4551,0.000,-16.9,1015.6,3.0,0.0,3.0,60.0
2019-05-30T13:00:26,-65.4071,-60.4551,0.000,-16.7,1016.8,3.2,0.0,4.0,60.0
2019-05-30T14:00:54,-65.4071,-60.4551,0.000,-16.6,1017.8,3.2,0.0,4.0,60.0
2019-05-30T15:00:26,-65.4071,-60.4551,0.000,-16.4,1018.9,3.3,0.0,3.0,60.0
2019-05-30T16:00:26,-65.4071,-60.4551,0.000,-16.2,1019.8,3.0,0.0,4.0,60.0
2019-05-30T17:00:54,-65.4071,-60.4551,0.000,-16.1,1020.6,2.8,0.0,5.0,60.0
2019-05-30T18:00:26,-65.4071,-60.4551,0.000,-15.9,1021.2,2.3,0.0,4.0,60.0
2019-05-30T19:00:25,-65.4071,-60.4551,0.000,-15.8,1022.0,2.2,0.0,5.0,60.0
2019-05-30T20:00:54,-65.4071,-60.4551,0.001,-15.6,1023.0,2.4,0.0,6.0,60.0
2019-05-30T21:00:26,-65.4072,-60.4551,0.001,-15.5,1024.0,2.8,0.0,3.0,60.0
2019-05-30T22:00:26,-65.4071,-60.4551,0.000,-15.3,1024.6,2.6,0.0,3.0,60.0
2019-05-30T23:00:55,-65.4071,-60.4551,0.001,-15.2,1025.4,2.4,0.0,5.0,60.0
2019-05-31T00:00:28,-65.4071,-60.4551,0.000,-15.2,1025.7,1.7,0.0,5.0,60.0
2019-05-31T01:00:26,-65.4072,-60.4551,0.000,-15.1,1026.0,1.4,0.0,4.0,60.0
2019-05-31T02:00:55,-65.4072,-60.4551,0.000,-15.2,1025.9,0.5,0.0,5.0,60.0
2019-05-31T03:00:27,-65.4072,-60.4551,0.000,-15.4,1025.7,0.0,0.0,4.0,60.0
2019-05-31T04:00:26,-65.4071,-60.4551,0.001,-15.6,1025.0,-1.0,0.0,4.0,60.0
2019-05-31T05:00:54,-65.4071,-60.4551,0.000,-15.7,1023.9,-2.0,0.0,4.0,60.0
2019-05-31T06:00:26,-65.4072,-60.4551,0.000,-15.8,1023.2,-2.5,0.0,3.0,60.0
2019-05-31T07:00:26,-65.4071,-60.4551,0.001,-16.0,1022.3,-2.7,0.0,4.0,60.0
2019-05-31T08:00:55,-65.4072,-60.4550,0.001,-16.1,1021.1,-2.8,0.0,3.0,60.0
2019-05-31T09:00:27,-65.4072,-60.4551,0.000,-16.3,1020.4,-2.8,0.0,5.0,60.0
2019-05-31T10:00:27,-65.4072,-60.4552,0.002,-16.4,1019.9,-2.4,0.0,4.0,60.0
2019-05-31T11:00:54,-65.4071,-60.4551,0.002,-16.6,1019.4,-1.7,0.0,4.0,60.0
2019-05-31T12:00:26,-65.4072,-60.4551,0.000,-16.8,1018.9,-1.5,0.0,3.0,60.0
2019-05-31T13:00:26,-65.4072,-60.4551,0.000,-16.9,1018.7,-1.2,0.0,4.0,60.0
2019-05-31T14:00:55,-65.4072,-60.4551,0.000,-17.1,1018.1,-1.3,0.0,4.0,60.0
2019-05-31T15:00:28,-65.4072,-60.4551,0.000,-17.2,1018.2,-0.7,0.0,4.0,60.0
2019-05-31T16:00:27,-65.4072,-60.4551,0.000,-17.4,1017.9,-0.8,0.0,4.0,60.0
2019-05-31T17:00:54,-65.4072,-60.4551,0.000,-17.4,1017.5,-0.6,0.0,3.0,60.0
2019-05-31T18:00:26,-65.4072,-60.4551,0.000,-17.6,1017.1,-1.1,0.0,3.0,60.0
2019-05-31T19:00:26,-65.4072,-60.4551,0.000,-17.7,1016.7,-1.2,0.0,3.0,60.0
2019-05-31T20:00:54,-65.4072,-60.4550,0.001,-17.8,1016.3,-1.2,0.0,3.0,60.0
2019-05-31T21:00:26,-65.4072,-60.4551,0.001,-17.9,1016.0,-1.1,0.0,3.0,60.0
2019-05-31T22:00:26,-65.4072,-60.4550,0.000,-18.1,1015.9,-0.8,0.0,4.0,60.0
2019-05-31T23:00:54,-65.4072,-60.4551,0.000,-18.1,1015.7,-0.6,0.0,5.0,60.0
2019-06-01T00:00:27,-65.4072,-60.4550,0.001,-18.3,1015.5,-0.5,0.0,4.0,60.0
2019-06-01T01:00:26,-65.4072,-60.4551,0.000,-18.4,1015.2,-0.7,0.0,4.0,60.0
2019-06-01T02:00:54,-65.4072,-60.4550,0.001,-18.4,1014.5,-1.2,0.0,4.0,60.0
2019-06-01T03:00:26,-65.4072,-60.4551,0.001,-18.5,1013.9,-1.6,0.0,4.0,60.0
2019-06-01T04:00:26,-65.4071,-60.4550,0.001,-18.6,1013.4,-1.8,0.0,5.0,60.0
2019-06-01T05:00:55,-65.4072,-60.4550,0.000,-18.6,1012.8,-1.7,0.0,3.0,60.0
2019-06-01T06:00:28,-65.4072,-60.4550,0.000,-18.6,1012.0,-1.9,0.0,4.0,60.0
2019-06-01T07:00:26,-65.4071,-60.4551,0.001,-18.6,1011.2,-2.2,0.0,2.0,60.0
2019-06-01T08:00:54,-65.4072,-60.4550,0.001,-18.7,1010.0,-2.8,0.0,3.0,60.0
2019-06-01T09:00:27,-65.4072,-60.4550,0.000,-18.7,1009.7,-2.3,0.0,5.0,60.0
2019-06-01T10:00:25,-65.4072,-60.4550,0.000,-18.7,1009.4,-1.8,0.0,3.0,60.0
2019-06-01T11:00:26,-65.4072,-60.4551,0.001,-18.7,1009.1,-0.9,0.0,3.0,60.0
2019-06-01T12:00:54,-65.4072,-60.4550,NaN,-18.6,1009.2,-0.5,0.0,4.0,60.0
2019-06-01T13:00:26,-65.4072,-60.4550,0.001,-18.6,1009.2,-0.2,0.0,3.0,60.0
2019-06-01T14:00:25,-65.4072,-60.4550,0.001,-18.6,1008.7,-0.4,0.0,4.0,60.0
2019-06-01T15:00:26,-65.4072,-60.4550,0.001,-18.5,1008.2,-1.0,0.0,3.0,60.0
2019-06-01T16:00:55,-65.4072,-60.4550,0.000,-18.4,1007.6,-1.6,0.0,3.0,60.0
2019-06-01T17:00:27,-65.4072,-60.4550,0.000,-18.4,1007.0,-1.7,0.0,4.0,60.0
2019-06-01T18:00:26,-65.4072,-60.4550,0.001,-18.3,1006.4,-1.8,0.0,3.0,60.0
2019-06-01T19:00:43,-65.4072,-60.4550,0.001,-18.3,1005.5,-2.1,0.0,3.0,60.0
2019-06-01T20:00:26,-65.4072,-60.4551,0.001,-18.2,1005.2,-1.8,0.0,4.0,60.0
2019-06-01T21:00:27,-65.4071,-60.4550,0.001,-18.2,1004.6,-1.8,0.0,3.0,60.0
2019-06-01T22:00:55,-65.4072,-60.4550,0.001,-18.2,1004.3,-1.2,0.0,3.0,60.0
2019-06-01T23:00:27,-65.4072,-60.4550,0.002,-18.1,1004.0,-1.2,0.0,3.0,60.0
2019-06-02T00:00:26,-65.4072,-60.4550,0.002,-18.1,1003.5,-1.1,0.0,4.0,60.0
2019-06-02T01:00:54,-65.4072,-60.4550,0.001,-18.1,1003.0,-1.3,0.0,4.0,60.0
2019-06-02T02:00:26,-65.4072,-60.4550,0.001,-18.0,1002.7,-1.3,0.0,4.0,60.0
2019-06-02T03:00:25,-65.4072,-60.4550,0.000,-17.9,1002.7,-0.8,0.0,5.0,60.0
2019-06-02T04:00:55,-65.4071,-60.4550,0.000,-17.9,1002.4,-0.6,0.0,5.0,60.0
2019-06-02T05:00:26,-65.4072,-60.4550,0.001,-17.8,1001.7,-1.0,0.0,4.0,60.0
2019-06-02T06:00:26,-65.4071,-60.4549,0.001,-17.8,1001.3,-1.4,0.0,3.0,60.0
2019-06-02T07:00:54,-65.4072,-60.4550,0.001,-17.8,1000.8,-1.6,0.0,5.0,60.0
2019-06-02T08:00:26,-65.4072,-60.4550,0.000,-17.7,1000.3,-1.4,0.0,4.0,60.0
2019-06-02T09:00:26,-65.4072,-60.4549,0.001,-17.7,1000.2,-1.1,0.0,4.0,60.0
2019-06-02T10:00:54,-65.4072,-60.4550,0.001,-17.6,999.9,-0.9,0.0,4.0,60.0
2019-06-02T11:00:27,-65.4072,-60.4550,0.001,-17.4,999.8,-0.5,0.0,2.0,60.0
2019-06-02T12:00:26,-65.4072,-60.4550,0.000,-17.2,999.5,-0.7,0.0,4.0,60.0
2019-06-02T13:00:27,-65.4072,-60.4550,0.000,-17.2,999.4,-0.5,0.0,4.0,60.0
2019-06-02T14:00:54,-65.4072,-60.4549,0.001,-17.2,999.1,-0.7,0.0,4.0,60.0
2019-06-02T15:00:26,-65.4072,-60.4549,0.000,-17.1,998.7,-0.8,0.0,3.0,60.0
2019-06-02T16:00:26,-65.4072,-60.4550,0.000,-17.1,998.3,-1.1,0.0,5.0,60.0
2019-06-02T17:00:25,-65.4072,-60.4551,0.002,-17.1,997.4,-1.7,0.0,4.0,60.0
2019-06-02T18:00:54,-65.4072,-60.4549,0.002,-17.0,997.0,-1.7,0.0,3.0,60.0
2019-06-02T19:00:27,-65.4072,-60.4550,0.000,-16.9,996.5,-1.8,0.0,4.0,60.0
2019-06-02T20:00:26,-65.4072,-60.4549,0.001,-16.8,995.8,-1.6,0.0,3.0,60.0
2019-06-02T21:00:26,-65.4072,-60.4549,0.001,-16.7,995.2,-1.8,0.0,4.0,60.0
2019-06-02T22:00:54,-65.4072,-60.4549,0.001,-16.6,994.8,-1.7,0.0,4.0,60.0
2019-06-02T23:00:26,-65.4072,-60.4549,0.001,-16.6,994.0,-1.8,0.0,3.0,60.0
2019-06-03T00:00:26,-65.4072,-60.4550,0.001,-16.5,993.3,-1.9,0.0,3.0,60.0
2019-06-03T01:00:54,-65.4072,-60.4549,0.000,-16.4,993.5,-1.3,0.0,5.0,60.0
2019-06-03T02:00:26,-65.4072,-60.4550,0.001,-16.4,993.5,-0.5,0.0,4.0,60.0
2019-06-03T03:00:25,-65.4072,-60.4549,0.001,-16.4,993.5,0.2,0.0,3.0,60.0
2019-06-03T04:00:55,-65.4072,-60.4549,0.001,-16.4,993.2,-0.3,0.0,4.0,60.0
2019-06-03T05:00:26,-65.4072,-60.4549,0.001,-16.4,993.1,-0.4,0.0,4.0,60.0
2019-06-03T06:00:26,-65.4072,-60.4549,0.001,-16.4,992.9,-0.6,0.0,4.0,60.0
2019-06-03T07:00:54,-65.4072,-60.4549,0.001,-16.4,993.3,0.1,0.0,4.0,60.0
2019-06-03T08:00:26,-65.4072,-60.4549,0.001,-16.4,993.5,0.4,0.0,4.0,60.0
2019-06-03T09:00:26,-65.4072,-60.4549,0.001,-16.4,993.7,0.8,0.0,6.0,60.0
2019-06-03T10:00:54,-65.4072,-60.4549,0.000,-16.4,993.7,0.4,0.0,5.0,60.0
2019-06-03T11:00:28,-65.4072,-60.4549,0.001,-16.4,994.2,0.7,0.0,4.0,60.0
2019-06-03T12:00:26,-65.4072,-60.4549,0.001,-16.4,993.9,0.2,0.0,4.0,60.0
2019-06-03T13:00:27,-65.4072,-60.4550,0.003,-16.4,993.8,0.1,0.0,5.0,60.0
2019-06-03T14:00:54,-65.4072,-60.4549,0.003,-16.4,994.1,-0.1,0.0,3.0,60.0
2019-06-03T15:00:27,-65.4072,-60.4549,0.001,-16.4,994.5,0.6,0.0,4.0,60.0
2019-06-03T16:00:26,-65.4072,-60.4549,0.000,-16.6,994.1,0.3,0.0,5.0,60.0
2019-06-03T17:00:54,-65.4072,-60.4548,0.001,-16.6,993.6,-0.5,0.0,4.0,60.0
2019-06-03T18:00:26,-65.4072,-60.4549,0.000,-16.6,993.5,-1.0,0.0,5.0,60.0
2019-06-03T19:00:26,-65.4072,-60.4549,0.000,-16.7,993.7,-0.4,0.0,5.0,60.0
2019-06-03T20:00:55,-65.4072,-60.4549,0.001,-16.7,993.7,0.1,0.0,5.0,60.0
2019-06-03T21:00:26,-65.4072,-60.4549,0.001,-16.7,994.5,1.0,0.0,4.0,60.0
2019-06-03T22:00:26,-65.4072,-60.4548,0.000,-16.7,994.7,1.0,0.0,5.0,60.0
2019-06-03T23:00:54,-65.4072,-60.4549,0.001,-16.6,995.2,1.5,0.0,3.0,60.0
2019-06-04T00:00:27,-65.4072,-60.4549,0.001,-16.6,995.3,0.8,0.0,3.0,60.0
2019-06-04T01:00:25,-65.4072,-60.4549,NaN,-16.6,995.0,0.3,0.0,3.0,60.0
2019-06-04T02:00:55,-65.4072,-60.4549,0.000,-16.6,995.2,0.0,0.0,4.0,60.0
2019-06-04T03:00:28,-65.4072,-60.4549,0.000,-16.6,994.8,-0.5,0.0,4.0,60.0
2019-06-04T04:00:26,-65.4072,-60.4549,0.000,-16.6,994.4,-0.6,0.0,4.0,60.0
2019-06-04T05:00:26,-65.4072,-60.4549,0.001,-16.6,993.8,-1.4,0.0,4.0,60.0
2019-06-04T06:00:54,-65.4072,-60.4549,0.001,-16.4,993.6,-1.2,0.0,3.0,60.0
2019-06-04T07:00:26,-65.4072,-60.4549,0.000,-16.4,993.5,-0.9,0.0,3.0,60.0
2019-06-04T08:00:25,-65.4072,-60.4549,0.001,-16.4,992.3,-1.5,0.0,4.0,60.0
2019-06-04T09:00:54,-65.4072,-60.4548,0.001,-16.2,992.5,-1.1,0.0,4.0,60.0
2019-06-04T10:00:27,-65.4072,-60.4549,0.000,-16.2,992.0,-1.5,0.0,4.0,60.0
2019-06-04T11:00:26,-65.4072,-60.4548,0.000,-16.1,992.2,-0.1,0.0,5.0,60.0
2019-06-04T12:00:55,-65.4072,-60.4549,0.000,-16.0,992.3,-0.2,0.0,3.0,60.0
2019-06-04T13:00:26,-65.4072,-60.4548,0.000,-15.9,992.6,0.6,0.0,4.0,60.0
2019-06-04T14:00:26,-65.4072,-60.4548,0.001,-15.8,992.6,0.4,0.0,4.0,60.0
2019-06-04T15:00:26,-65.4071,-60.4546,0.002,-15.6,992.9,0.6,0.0,3.0,60.0
2019-06-04T16:00:54,-65.4072,-60.4548,0.003,-15.4,992.8,0.2,0.0,3.0,60.0
2019-06-04T17:00:26,-65.4072,-60.4548,0.000,-15.3,991.7,-0.9,0.0,4.0,60.0
2019-06-04T18:00:25,-65.4072,-60.4548,0.001,-15.2,992.3,-0.6,0.0,3.0,60.0
2019-06-04T19:00:25,-65.4072,-60.4548,0.001,-15.2,992.0,-0.8,0.0,4.0,60.0
2019-06-04T20:00:54,-65.4072,-60.4549,0.001,-15.2,992.1,0.4,0.0,3.0,60.0
2019-06-04T21:00:27,-65.4072,-60.4548,0.002,-15.2,991.9,-0.4,0.0,4.0,60.0
2019-06-04T22:00:26,-65.4072,-60.4548,0.000,-15.1,992.0,0.0,0.0,4.0,60.0
2019-06-04T23:00:55,-65.4072,-60.4548,0.001,-15.1,992.0,-0.1,0.0,3.0,60.0
2019-06-05T00:00:26,-65.4072,-60.4548,0.000,-14.9,992.5,0.6,0.0,3.0,60.0
2019-06-05T01:00:26,-65.4072,-60.4548,0.000,-14.9,992.9,0.9,0.0,3.0,60.0
2019-06-05T02:00:54,-65.4072,-60.4548,NaN,-14.8,992.9,0.9,0.0,3.0,60.0
2019-06-05T03:00:26,-65.4072,-60.4548,0.000,-14.7,992.9,0.4,0.0,3.0,60.0
2019-06-05T04:00:26,-65.4072,-60.4548,0.000,-14.6,992.0,-0.9,0.0,5.0,60.0
2019-06-05T05:00:25,-65.4072,-60.4549,0.001,-14.4,992.5,-0.4,0.0,4.0,60.0
2019-06-05T06:00:54,-65.4072,-60.4548,0.001,-14.3,992.9,0.0,0.0,4.0,60.0
2019-06-05T07:00:26,-65.4072,-60.4548,0.001,-14.2,993.0,1.0,0.0,2.0,60.0
2019-06-05T08:00:25,-65.4072,-60.4547,0.001,-14.0,992.4,-0.1,0.0,4.0,60.0
2019-06-05T09:00:54,-65.4072,-60.4548,0.001,-13.8,992.4,-0.5,0.0,2.0,60.0
2019-06-05T10:00:26,-65.4072,-60.4548,0.001,-13.7,992.3,-0.7,0.0,4.0,60.0
2019-06-05T11:00:26,-65.4072,-60.4549,0.001,-13.7,992.6,0.2,0.0,4.0,60.0
2019-06-05T12:00:55,-65.4072,-60.4547,0.002,-13.7,992.6,0.2,0.0,3.0,60.0
2019-06-05T13:00:27,-65.4072,-60.4548,0.001,-13.8,992.4,0.1,0.0,4.0,60.0
2019-06-05T14:00:26,-65.4072,-60.4548,0.000,-13.8,992.3,-0.3,0.0,4.0,60.0
2019-06-05T16:00:54,-65.4072,-60.4547,0.000,-13.9,992.6,0.2,0.0,5.0,60.0
2019-06-05T17:00:26,-65.4072,-60.4547,0.000,-14.0,992.4,0.1,0.0,5.0,60.0
2019-06-05T18:00:25,-65.4072,-60.4548,0.001,-14.1,992.3,-0.3,0.0,5.0,60.0
2019-06-05T19:00:29,-65.4072,-60.4548,0.001,-14.1,992.2,-0.4,0.0,4.0,60.0
2019-06-05T20:00:54,-65.4072,-60.4547,0.000,-14.2,992.2,-0.2,0.0,3.0,60.0
2019-06-05T21:00:27,-65.4072,-60.4547,0.000,-14.2,992.2,-0.1,0.0,4.0,60.0
2019-06-05T22:00:26,-65.4072,-60.4548,0.001,-14.2,992.1,-0.1,0.0,3.0,60.0
2019-06-05T23:00:54,-65.4072,-60.4547,0.001,-14.1,992.2,0.0,0.0,4.0,60.0
2019-06-06T00:00:26,-65.4072,-60.4548,0.000,-14.0,992.0,-0.2,0.0,3.0,60.0
2019-06-06T01:00:26,-65.4072,-60.4548,0.000,-13.9,992.0,-0.1,0.0,4.0,60.0
2019-06-06T02:00:54,-65.4072,-60.4547,NaN,-13.8,992.1,-0.1,0.0,3.0,60.0
2019-06-06T03:00:26,-65.4072,-60.4547,0.000,-13.8,992.0,0.0,0.0,3.0,60.0
2019-06-06T04:00:26,-65.4072,-60.4548,0.000,-13.7,992.1,0.1,0.0,4.0,60.0
2019-06-06T05:00:25,-65.4072,-60.4548,0.000,-13.7,992.2,0.1,0.0,4.0,60.0
2019-06-06T06:00:54,-65.4072,-60.4547,0.001,-13.6,992.0,0.0,0.0,3.0,60.0
2019-06-06T07:00:26,-65.4072,-60.4547,0.001,-13.4,992.5,0.4,0.0,4.0,60.0
2019-06-06T08:00:25,-65.4072,-60.4547,0.000,-13.3,992.6,0.4,0.0,4.0,60.0
2019-06-06T09:00:54,-65.4072,-60.4547,0.000,-13.2,993.0,1.0,0.0,4.0,60.0
2019-06-06T10:00:27,-65.4072,-60.4547,0.000,-13.2,993.5,1.0,0.0,4.0,60.0
2019-06-06T11:00:26,-65.4072,-60.4547,0.001,-13.1,994.1,1.5,0.0,3.0,60.0
2019-06-06T12:00:55,-65.4072,-60.4547,0.000,-12.9,994.9,1.9,0.0,3.0,60.0
2019-06-06T13:00:26,-65.4072,-60.4547,0.001,-12.9,995.5,2.0,0.0,4.0,60.0
2019-06-06T14:00:26,-65.4072,-60.4547,0.000,-12.8,995.7,1.6,0.0,5.0,60.0
2019-06-06T15:00:27,-65.4072,-60.4547,0.000,-12.8,996.6,1.7,0.0,4.0,60.0
2019-06-06T16:00:54,-65.4072,-60.4547,0.001,-12.8,996.5,1.0,0.0,4.0,60.0
2019-06-06T17:00:26,-65.4072,-60.4547,0.000,-12.7,996.7,1.0,0.0,3.0,60.0
2019-06-06T18:00:26,-65.4072,-60.4547,0.000,-12.7,997.2,0.6,0.0,3.0,60.0
2019-06-06T19:00:30,-65.4072,-60.4547,0.000,-12.7,997.5,1.0,0.0,4.0,60.0
2019-06-06T20:00:26,-65.4072,-60.4547,0.000,-12.7,997.6,0.9,0.0,3.0,60.0
2019-06-06T21:00:25,-65.4072,-60.4547,0.000,-12.6,997.5,0.3,0.0,3.0,60.0
2019-06-06T22:00:54,-65.4072,-60.4547,0.000,-12.6,997.7,0.2,0.0,4.0,60.0
2019-06-06T23:00:26,-65.4072,-60.4547,0.001,-12.6,997.8,0.2,0.0,3.0,60.0
2019-06-07T00:00:27,-65.4072,-60.4547,0.000,-12.6,998.1,0.6,0.0,3.0,60.0
2019-06-07T01:00:55,-65.4072,-60.4547,0.001,-12.6,998.2,0.5,0.0,4.0,60.0
2019-06-07T02:00:28,-65.4072,-60.4547,0.000,-12.6,998.5,0.7,0.0,4.0,60.0
2019-06-07T03:00:26,-65.4072,-60.4547,0.000,-12.6,998.3,0.2,0.0,3.0,60.0
2019-06-07T04:00:54,-65.4072,-60.4547,0.001,-12.5,998.4,0.2,0.0,3.0,60.0
2019-06-07T05:00:26,-65.4072,-60.4547,0.000,-12.5,997.9,-0.6,0.0,3.0,60.0
2019-06-07T06:00:26,-65.4072,-60.4547,0.001,-12.5,997.8,-0.5,0.0,3.0,60.0
2019-06-07T07:00:54,-65.4072,-60.4547,0.001,-12.5,997.7,-0.7,0.0,3.0,60.0
2019-06-07T08:00:26,-65.4072,-60.4547,0.001,-12.4,997.4,-0.5,0.0,4.0,60.0
2019-06-07T09:00:26,-65.4072,-60.4547,0.000,-12.4,997.2,-0.6,0.0,3.0,60.0
2019-06-07T10:00:54,-65.4072,-60.4546,0.001,-12.4,996.9,-0.8,0.0,3.0,60.0
2019-06-07T11:00:26,-65.4072,-60.4547,0.001,-12.4,996.5,-0.9,0.0,4.0,60.0
2019-06-07T12:00:25,-65.4072,-60.4546,0.001,-12.4,996.3,-0.9,0.0,4.0,60.0
2019-06-07T13:00:28,-65.4071,-60.4546,0.002,-12.4,996.1,-0.8,0.0,4.0,60.0
2019-06-07T14:00:55,-65.4072,-60.4546,0.003,-12.4,995.8,-0.7,0.0,6.0,60.0
2019-06-07T15:00:26,-65.4072,-60.4547,0.001,-12.5,995.5,-0.8,0.0,4.0,60.0
2019-06-07T16:00:26,-65.4072,-60.4546,0.001,-12.6,994.9,-1.2,0.0,3.0,60.0
2019-06-07T17:00:26,-65.4072,-60.4546,0.000,-12.6,994.4,-1.4,0.0,2.0,60.0
2019-06-07T18:00:54,-65.4072,-60.4546,0.000,-12.6,993.9,-1.6,0.0,3.0,60.0
2019-06-07T19:00:26,-65.4072,-60.4547,0.000,-12.6,993.5,-1.4,0.0,4.0,60.0
2019-06-07T20:00:26,-65.4072,-60.4547,0.000,-12.6,993.1,-1.3,0.0,5.0,60.0
2019-06-07T21:00:54,-65.4072,-60.4547,0.001,-12.6,992.9,-1.0,0.0,5.0,60.0
2019-06-07T22:00:26,-65.4072,-60.4546,0.001,-12.5,992.4,-1.1,0.0,5.0,60.0
2019-06-07T23:00:25,-65.4072,-60.4546,0.000,-12.5,992.2,-0.9,0.0,4.0,60.0
2019-06-08T00:00:54,-65.4072,-60.4546,0.000,-12.5,991.6,-1.3,0.0,3.0,60.0
2019-06-08T01:00:27,-65.4072,-60.4546,0.000,-12.5,990.9,-1.5,0.0,5.0,60.0
2019-06-08T02:00:26,-65.4072,-60.4546,0.000,-12.4,990.6,-1.6,0.0,4.0,60.0
2019-06-08T03:00:55,-65.4072,-60.4546,0.000,-12.4,989.7,-1.9,0.0,4.0,60.0
2019-06-08T04:00:26,-65.4072,-60.4546,0.000,-12.4,989.6,-1.3,0.0,4.0,60.0
2019-06-08T05:00:26,-65.4072,-60.4546,0.001,-12.4,989.1,-1.5,0.0,4.0,60.0
2019-06-08T06:00:54,-65.4072,-60.4546,0.000,-12.4,988.8,-0.9,0.0,5.0,60.0
2019-06-08T07:00:27,-65.4072,-60.4546,0.001,-12.4,988.6,-1.0,0.0,5.0,60.0
2019-06-08T08:00:26,-65.4072,-60.4546,0.000,-12.4,988.1,-1.0,0.0,5.0,60.0
2019-06-08T09:00:54,-65.4072,-60.4546,0.000,-12.4,987.7,-1.1,0.0,4.0,60.0
2019-06-08T10:00:26,-65.4072,-60.4546,0.000,-12.4,987.3,-1.3,0.0,3.0,60.0
2019-06-08T11:00:25,-65.4072,-60.4546,0.000,-12.4,987.0,-1.1,0.0,3.0,60.0
2019-06-08T12:00:54,-65.4072,-60.4546,0.001,-12.4,986.8,-0.9,0.0,4.0,60.0
2019-06-08T13:00:27,-65.4072,-60.4547,0.001,-12.5,986.7,-0.6,0.0,4.0,60.0
2019-06-08T14:00:26,-65.4072,-60.4546,0.001,-12.6,986.5,-0.5,0.0,3.0,60.0
2019-06-08T15:00:26,-65.4072,-60.4546,0.000,-12.6,986.3,-0.5,0.0,5.0,60.0
2019-06-08T16:00:54,-65.4072,-60.4546,0.000,-12.6,986.0,-0.7,0.0,4.0,60.0
2019-06-08T17:00:27,-65.4072,-60.4546,0.001,-12.7,986.0,-0.5,0.0,3.0,60.0
2019-06-08T18:00:26,-65.4072,-60.4546,0.001,-12.7,985.7,-0.6,0.0,4.0,60.0
2019-06-08T19:00:26,-65.4072,-60.4546,0.001,-12.7,985.8,-0.2,0.0,4.0,60.0
2019-06-08T20:00:54,-65.4072,-60.4546,0.001,-12.7,985.7,-0.3,0.0,3.0,60.0
2019-06-08T21:00:26,-65.4072,-60.4546,0.000,-12.6,985.8,0.1,0.0,3.0,60.0
2019-06-08T22:00:26,-65.4072,-60.4546,0.001,-12.6,985.8,0.0,0.0,3.0,60.0
2019-06-08T23:00:32,-65.4072,-60.4545,0.001,-12.6,985.7,0.0,0.0,4.0,60.0
2019-06-09T00:00:27,-65.4072,-60.4546,0.000,-12.6,985.8,0.0,0.0,3.0,60.0
